╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
оч╢щ░╧,дgжa,└s╗ёмq31~60жa╕╣,4.45,ифеL,,,1020418,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,174700,39258,,0.0,0,,RPXSMLMJNHIFFAH68CA
оч╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щел╝w╡╪╡є211~240╕╣,24.69,жэ,,,1020415,дgжa1л╪кл1иожь0,дн╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0720516,127.49000000000001,4,2,1,ж│,ж│,3700000,29022,,0.0,0,,RPTRMLNJNHIFFAH28CA
оч╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щеле┴жw╕Ї1~30╕╣,37.7,жэ,,,1020420,дgжa4л╪кл1иожь0,д@╝hбA├M╝╙,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0860527,434.87,0,0,0,╡L,ж│,12300000,28284,,0.0,0,,RPQTMLNJNHIFFAH18CA
оч╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щелжw╝y╡є133л╤1~30╕╣,12.84,жэ,,,1020402,дgжa1л╪кл1иожь0,дE╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830411,109.53,3,2,2,ж│,ж│,5380000,49119,,0.0,0,,RPUUMLNJNHIFFAH68CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щел░ъ▒jдQдT╡є61~90╕╣,18.9,жэ,,,1020415,дgжa1л╪кл1иожь1,дн╝h,дQ╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0950913,67.99,3,2,1,ж│,ж│,5420000,79718,йY╣Dенн▒,7.01,0,,RPPNMLOJNHIFFAH57CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щел░ъ▒jдQдT╡є91~120╕╣,18.9,жэ,,,1020415,дgжa0л╪кл1иожь0,дн╝h,дQ╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0950913,67.93,3,2,1,ж│,ж│,5420000,79788,йY╣Dенн▒,7.01,0,,SPPNMLOJNHIFFAH67CA
оч╢щ░╧,дgжa,дддsмq121~150жa╕╣,145.5,жэ,,,1020416,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,13500000,92784,,0.0,0,,RPQNMLOJNHIFFAH67CA
оч╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щел╖qдG╡є1~30╕╣,14.94,жэ,,,1020403,дgжa1л╪кл1иожь0,дQе|╝h,дQдC╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830713,156.19,3,2,2,ж│,ж│,7960000,50964,,0.0,0,,RPPNMLPJNHIFFAH67CA
оч╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щелл╪┬╫╡є1~30╕╣,66.9,жэ,,,1020418,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэ░╙е╬,е[▒j┐j│y,0601203,132.86,1,1,2,ж│,╡L,13460000,101310,,0.0,0,,RPUNMLQJNHIFFAH28CA
оч╢щ░╧,дgжa,╖Oдхмq901~930жa╕╣,282.0,ифеL,,,1020321,дgжa7л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,18434056,65369,,0.0,0,,RPTSMLLJNHIFFAH18CA
